atom_id,group_id
i1634_04_4_5_3i,g112
i1634_04_4_6i,g289
i1634_04_4_6_1i,g289
i1634_04_4_6_2i,g289
i1634_04_4_6_3i,g289
i1689_99_2_10i,g1085
i1689_99_2_10i,g1414
i1689_99_2_11i,g908
i1689_99_2_12i,g1085
i1689_99_2_12i,g1414
i1689_99_2_13i,g909
i1689_99_2_1i,g586
i1689_99_2_20i,g113
i1689_99_2_20_1i,g113
i1689_99_2_20_2i,g113
i1689_99_2_20_3i,g113
i1689_99_2_2i,g586
i1689_99_2_3i,g586
i1689_99_2_4i,g1085
i1689_99_2_4i,g1414
i1689_99_2_5i,g1085
i1689_99_2_5i,g1414
i1689_99_2_6i,g1085
i1689_99_2_6i,g1414
i1689_99_2_7i,g1085
i1689_99_2_7i,g1414
i1746_01_6_10i,g1086
i1746_01_6_10i,g1415
i1746_01_6_11i,g912
i1746_01_6_12i,g1086
i1746_01_6_12i,g1415
i1746_01_6_13i,g1086
i1746_01_6_13i,g1415
i1746_01_6_13i,g1416
i1746_01_6_14i,g1416
i1746_01_6_15i,g1087
i1746_01_6_15i,g1416
i1746_01_6_15i,g1417
i1746_01_6_16i,g1087
i1746_01_6_16i,g1417
i1746_01_6_17i,g1087
i1746_01_6_17i,g1417
i1746_01_6_18i,g913
i1746_01_6_1i,g910
i1746_01_6_2i,g1087
i1746_01_6_2i,g1417
i1746_01_6_3i,g1087
i1746_01_6_3i,g1417
i1746_01_6_4i,g1087
i1746_01_6_4i,g1416
i1746_01_6_4i,g1417
i1746_01_6_5i,g1416
i1746_01_6_6i,g1086
i1746_01_6_6i,g1415
i1746_01_6_6i,g1416
i1746_01_6_7i,g1086
i1746_01_6_7i,g1415
i1746_01_6_8i,g1086
i1746_01_6_8i,g1415
i1746_01_6_9i,g911
i1861_32_1_10i,g1088
i1861_32_1_10i,g1418
i1861_32_1_11i,g588
i1861_32_1_12i,g588
i1861_32_1_13i,g291
i1861_32_1_13i,g588
i1861_32_1_14i,g291
i1861_32_1_14_1i,g291
i1861_32_1_14_2i,g291
i1861_32_1_14_3i,g291
i1861_32_1_15i,g1088
i1861_32_1_15i,g1418
i1861_32_1_16i,g916
i1861_32_1_17i,g1088
i1861_32_1_17i,g1418
i1861_32_1_18i,g917
i1861_32_1_1i,g290
i1861_32_1_1_1i,g290
i1861_32_1_1_2i,g290
i1861_32_1_1_3i,g290
i1861_32_1_2i,g290
i1861_32_1_2i,g587
i1861_32_1_3i,g587
i1861_32_1_4i,g587
i1861_32_1_5i,g1088
i1861_32_1_5i,g1418
i1861_32_1_6i,g1088
i1861_32_1_6i,g1418
i1861_32_1_7i,g914
i1861_32_1_8i,g1088
i1861_32_1_8i,g1418
i1861_32_1_9i,g915
i1861_40_1_10i,g1089
i1861_40_1_10i,g1419
i1861_40_1_11i,g1089
i1861_40_1_11i,g1419
i1861_40_1_12i,g1089
i1861_40_1_12i,g1419
i1861_40_1_13i,g1089
i1861_40_1_13i,g1419
i1861_40_1_14i,g13
i1861_40_1_15i,g13
i1861_40_1_16i,g13
i1861_40_1_18i,g702
i1861_40_1_19i,g703
i1861_40_1_1i,g114
i1861_40_1_1_1i,g114
i1861_40_1_1_2i,g114
i1861_40_1_1_3i,g114
i1861_40_1_20i,g704
i1861_40_1_21i,g14
i1861_40_1_22i,g14
i1861_40_1_23i,g14
i1861_40_1_5i,g354
i1861_40_1_7i,g115
i1861_40_1_7_1i,g115
i1861_40_1_7_2i,g115
i1861_40_1_7_3i,g115
i1861_40_1_8i,g1089
i1861_40_1_8i,g1419
i1861_40_1_9i,g1089
i1861_40_1_9i,g1419
i18883_66_4_10i,g506
i18883_66_4_10_1i,g506
i18883_66_4_11i,g1311
i18883_66_4_11i,g1420
i18883_66_4_12i,g1311
i18883_66_4_12i,g1420
i18883_66_4_14i,g507
i18883_66_4_14_1i,g507
i18883_66_4_15i,g1311
i18883_66_4_15i,g1420
i18883_66_4_16i,g508
i18883_66_4_16_1i,g508
i18883_66_4_17i,g1311
i18883_66_4_17i,g1420
i18883_66_4_18i,g509
i18883_66_4_18_1i,g509
i18883_66_4_1i,g116
i18883_66_4_1_1i,g116
i18883_66_4_1_2i,g116
i18883_66_4_1_3i,g116
i18883_66_4_2i,g356
i18883_66_4_2i,g613
i18883_66_4_5i,g612
i18883_66_4_5i,g613
i18883_66_4_6i,g612
i18883_66_4_6i,g613
i18883_66_4_7i,g355
i18883_66_4_7i,g612
i18883_66_4_7_1i,g355
i18883_66_4_8i,g1311
i18883_66_4_8i,g1420
i18883_66_4_9i,g1311
i18883_66_4_9i,g1420
i189_55_9_10i,g1091
i189_55_9_10i,g1422
i189_55_9_11i,g1091
i189_55_9_11i,g1092
i189_55_9_11i,g1422
i189_55_9_11i,g1423
i189_55_9_12i,g1092
i189_55_9_12i,g1423
i189_55_9_13i,g1092
i189_55_9_13i,g1093
i189_55_9_13i,g1423
i189_55_9_13i,g1424
i189_55_9_14i,g1093
i189_55_9_14i,g1424
i189_55_9_15i,g1093
i189_55_9_15i,g1424
i189_55_9_16i,g1093
i189_55_9_16i,g1424
i189_55_9_17i,g1093
i189_55_9_17i,g1424
i189_55_9_18i,g1092
i189_55_9_18i,g1093
i189_55_9_18i,g1423
i189_55_9_18i,g1424
i189_55_9_19i,g1092
i189_55_9_19i,g1094
i189_55_9_19i,g1423
i189_55_9_19i,g1425
i189_55_9_1i,g1090
i189_55_9_1i,g1421
i189_55_9_20i,g1094
i189_55_9_20i,g1425
i189_55_9_21i,g1094
i189_55_9_21i,g1425
i189_55_9_22i,g1094
i189_55_9_22i,g1095
i189_55_9_22i,g1425
i189_55_9_22i,g1426
i189_55_9_23i,g1091
i189_55_9_23i,g1094
i189_55_9_23i,g1095
i189_55_9_23i,g1422
i189_55_9_23i,g1425
i189_55_9_23i,g1426
i189_55_9_24i,g1091
i189_55_9_24i,g1092
i189_55_9_24i,g1094
i189_55_9_24i,g1422
i189_55_9_24i,g1423
i189_55_9_24i,g1425
i189_55_9_2i,g1090
i189_55_9_2i,g1421
i189_55_9_3i,g1090
i189_55_9_3i,g1421
i189_55_9_4i,g1090
i189_55_9_4i,g1095
i189_55_9_4i,g1421
i189_55_9_4i,g1426
i189_55_9_5i,g1090
i189_55_9_5i,g1095
i189_55_9_5i,g1421
i189_55_9_5i,g1426
i189_55_9_6i,g1090
i189_55_9_6i,g1421
i189_55_9_7i,g1095
i189_55_9_7i,g1426
i189_55_9_8i,g1091
i189_55_9_8i,g1095
i189_55_9_8i,g1422
i189_55_9_8i,g1426
i189_55_9_9i,g1091
i189_55_9_9i,g1422
i191_24_2_10i,g1098
i191_24_2_10i,g1429
i191_24_2_11i,g1098
i191_24_2_11i,g1099
i191_24_2_11i,g1429
i191_24_2_11i,g1430
i191_24_2_12i,g1099
i191_24_2_12i,g1430
i191_24_2_13i,g1099
i191_24_2_13i,g1430
i191_24_2_14i,g1099
i191_24_2_14i,g1100
i191_24_2_14i,g1430
i191_24_2_14i,g1431
i191_24_2_15i,g1100
i191_24_2_15i,g1431
i191_24_2_16i,g1100
i191_24_2_16i,g1431
i191_24_2_17i,g1100
i191_24_2_17i,g1431
i191_24_2_18i,g1096
i191_24_2_18i,g1100
i191_24_2_18i,g1427
i191_24_2_18i,g1431
i191_24_2_19i,g1096
i191_24_2_19i,g1099
i191_24_2_19i,g1100
i191_24_2_19i,g1427
i191_24_2_19i,g1430
i191_24_2_19i,g1431
i191_24_2_1i,g1096
i191_24_2_1i,g1097
i191_24_2_1i,g1427
i191_24_2_1i,g1428
i191_24_2_20i,g1096
i191_24_2_20i,g1098
i191_24_2_20i,g1099
i191_24_2_20i,g1427
i191_24_2_20i,g1429
i191_24_2_20i,g1430
i191_24_2_21i,g1096
i191_24_2_21i,g1098
i191_24_2_21i,g1101
i191_24_2_21i,g1427
i191_24_2_21i,g1429
i191_24_2_21i,g1432
i191_24_2_22i,g1096
i191_24_2_22i,g1097
i191_24_2_22i,g1101
i191_24_2_22i,g1427
i191_24_2_22i,g1428
i191_24_2_22i,g1432
i191_24_2_2i,g1097
i191_24_2_2i,g1428
i191_24_2_3i,g1097
i191_24_2_3i,g1428
i191_24_2_4i,g1097
i191_24_2_4i,g1428
i191_24_2_5i,g1097
i191_24_2_5i,g1101
i191_24_2_5i,g1428
i191_24_2_5i,g1432
i191_24_2_6i,g1101
i191_24_2_6i,g1432
i191_24_2_7i,g1101
i191_24_2_7i,g1432
i191_24_2_8i,g1098
i191_24_2_8i,g1101
i191_24_2_8i,g1429
i191_24_2_8i,g1432
i191_24_2_9i,g1098
i191_24_2_9i,g1429
i193_39_5_10i,g1105
i193_39_5_10i,g1436
i193_39_5_11i,g1105
i193_39_5_11i,g1436
i193_39_5_12i,g1102
i193_39_5_12i,g1105
i193_39_5_12i,g1433
i193_39_5_12i,g1436
i193_39_5_13i,g1102
i193_39_5_13i,g1433
i193_39_5_14i,g1102
i193_39_5_14i,g1433
i193_39_5_15i,g1103
i193_39_5_15i,g1434
i193_39_5_15i,g1639
i193_39_5_15i,g1699
i193_39_5_16i,g1106
i193_39_5_16i,g1437
i193_39_5_16i,g1639
i193_39_5_16i,g1699
i193_39_5_17i,g1106
i193_39_5_17i,g1437
i193_39_5_17i,g1639
i193_39_5_17i,g1699
i193_39_5_18i,g1106
i193_39_5_18i,g1437
i193_39_5_19i,g1106
i193_39_5_19i,g1437
i193_39_5_1i,g1102
i193_39_5_1i,g1103
i193_39_5_1i,g1433
i193_39_5_1i,g1434
i193_39_5_1i,g1639
i193_39_5_1i,g1699
i193_39_5_20i,g1106
i193_39_5_20i,g1437
i193_39_5_21i,g1106
i193_39_5_21i,g1437
i193_39_5_22i,g1102
i193_39_5_22i,g1433
i193_39_5_22i,g1639
i193_39_5_22i,g1699
i193_39_5_2i,g1102
i193_39_5_2i,g1103
i193_39_5_2i,g1105
i193_39_5_2i,g1433
i193_39_5_2i,g1434
i193_39_5_2i,g1436
i193_39_5_3i,g1103
i193_39_5_3i,g1104
i193_39_5_3i,g1105
i193_39_5_3i,g1434
i193_39_5_3i,g1435
i193_39_5_3i,g1436
i193_39_5_4i,g1103
i193_39_5_4i,g1104
i193_39_5_4i,g1434
i193_39_5_4i,g1435
i193_39_5_5i,g1104
i193_39_5_5i,g1435
i193_39_5_6i,g1104
i193_39_5_6i,g1435
i193_39_5_7i,g1104
i193_39_5_7i,g1435
i193_39_5_8i,g1103
i193_39_5_8i,g1434
i193_39_5_9i,g1104
i193_39_5_9i,g1105
i193_39_5_9i,g1435
i193_39_5_9i,g1436
i205_99_2_10i,g1109
i205_99_2_10i,g1440
i205_99_2_11i,g1109
i205_99_2_11i,g1440
i205_99_2_12i,g1109
i205_99_2_12i,g1440
i205_99_2_13i,g1109
i205_99_2_13i,g1440
i205_99_2_14i,g1109
i205_99_2_14i,g1440
i205_99_2_14i,g1640
i205_99_2_14i,g1700
i205_99_2_15i,g1110
i205_99_2_15i,g1441
i205_99_2_15i,g1640
i205_99_2_15i,g1700
i205_99_2_16i,g1107
i205_99_2_16i,g1110
i205_99_2_16i,g1438
i205_99_2_16i,g1441
i205_99_2_16i,g1640
i205_99_2_16i,g1700
i205_99_2_17i,g1107
i205_99_2_17i,g1110
i205_99_2_17i,g1438
i205_99_2_17i,g1441
i205_99_2_18i,g1110
i205_99_2_18i,g1441
i205_99_2_19i,g1110
i205_99_2_19i,g1441
i205_99_2_1i,g1107
i205_99_2_1i,g1108
i205_99_2_1i,g1438
i205_99_2_1i,g1439
i205_99_2_20i,g1110
i205_99_2_20i,g1441
i205_99_2_2i,g1108
i205_99_2_2i,g1439
i205_99_2_3i,g1108
i205_99_2_3i,g1439
i205_99_2_4i,g1108
i205_99_2_4i,g1439
i205_99_2_5i,g1108
i205_99_2_5i,g1439
i205_99_2_6i,g1107
i205_99_2_6i,g1108
i205_99_2_6i,g1438
i205_99_2_6i,g1439
i205_99_2_7i,g1107
i205_99_2_7i,g1438
i205_99_2_8i,g1107
i205_99_2_8i,g1438
i205_99_2_8i,g1640
i205_99_2_8i,g1700
i205_99_2_9i,g1109
i205_99_2_9i,g1440
i205_99_2_9i,g1640
i205_99_2_9i,g1700
i206_44_0_10i,g1113
i206_44_0_10i,g1444
i206_44_0_10i,g1641
i206_44_0_10i,g1701
i206_44_0_11i,g1113
i206_44_0_11i,g1444
i206_44_0_11i,g1641
i206_44_0_11i,g1701
i206_44_0_12i,g1113
i206_44_0_12i,g1444
i206_44_0_13i,g1113
i206_44_0_13i,g1444
i206_44_0_14i,g1113
i206_44_0_14i,g1444
i206_44_0_15i,g1113
i206_44_0_15i,g1444
i206_44_0_16i,g1112
i206_44_0_16i,g1443
i206_44_0_16i,g1641
i206_44_0_16i,g1701
i206_44_0_1i,g1111
i206_44_0_1i,g1112
i206_44_0_1i,g1442
i206_44_0_1i,g1443
i206_44_0_1i,g1641
i206_44_0_1i,g1701
i206_44_0_2i,g1111
i206_44_0_2i,g1112
i206_44_0_2i,g1442
i206_44_0_2i,g1443
i206_44_0_3i,g1111
i206_44_0_3i,g1442
i206_44_0_4i,g1111
i206_44_0_4i,g1442
i206_44_0_5i,g1111
i206_44_0_5i,g1442
i206_44_0_6i,g1112
i206_44_0_6i,g1443
i206_44_0_7i,g1112
i206_44_0_7i,g1443
i206_44_0_8i,g1112
i206_44_0_8i,g1443
i206_44_0_9i,g1111
i206_44_0_9i,g1442
i206_44_0_9i,g1641
i206_44_0_9i,g1701
i207_08_9_10i,g1114
i207_08_9_10i,g1445
i207_08_9_11i,g1116
i207_08_9_11i,g1447
i207_08_9_11i,g1642
i207_08_9_11i,g1702
i207_08_9_12i,g1116
i207_08_9_12i,g1447
i207_08_9_13i,g1116
i207_08_9_13i,g1447
i207_08_9_14i,g1116
i207_08_9_14i,g1447
i207_08_9_15i,g1116
i207_08_9_15i,g1117
i207_08_9_15i,g1447
i207_08_9_15i,g1448
i207_08_9_16i,g1117
i207_08_9_16i,g1448
i207_08_9_17i,g1117
i207_08_9_17i,g1448
i207_08_9_18i,g1117
i207_08_9_18i,g1448
i207_08_9_19i,g1117
i207_08_9_19i,g1448
i207_08_9_19i,g1642
i207_08_9_19i,g1702
i207_08_9_1i,g1114
i207_08_9_1i,g1445
i207_08_9_20i,g1116
i207_08_9_20i,g1117
i207_08_9_20i,g1447
i207_08_9_20i,g1448
i207_08_9_20i,g1642
i207_08_9_20i,g1702
i207_08_9_2i,g1114
i207_08_9_2i,g1445
i207_08_9_3i,g1114
i207_08_9_3i,g1445
i207_08_9_4i,g1114
i207_08_9_4i,g1115
i207_08_9_4i,g1445
i207_08_9_4i,g1446
i207_08_9_5i,g1115
i207_08_9_5i,g1446
i207_08_9_6i,g1115
i207_08_9_6i,g1446
i207_08_9_6i,g1642
i207_08_9_6i,g1702
i207_08_9_7i,g1115
i207_08_9_7i,g1446
i207_08_9_7i,g1642
i207_08_9_7i,g1702
i207_08_9_8i,g1115
i207_08_9_8i,g1446
i207_08_9_9i,g1114
i207_08_9_9i,g1115
i207_08_9_9i,g1445
i207_08_9_9i,g1446
i208_96_8_10i,g1643
i208_96_8_10i,g1703
i208_96_8_11i,g1643
i208_96_8_11i,g1703
i208_96_8_12i,g1119
i208_96_8_12i,g1450
i208_96_8_12i,g1643
i208_96_8_12i,g1703
i208_96_8_1i,g1118
i208_96_8_1i,g1119
i208_96_8_1i,g1449
i208_96_8_1i,g1450
i208_96_8_1i,g1643
i208_96_8_1i,g1703
i208_96_8_2i,g1118
i208_96_8_2i,g1119
i208_96_8_2i,g1449
i208_96_8_2i,g1450
i208_96_8_3i,g1118
i208_96_8_3i,g1449
i208_96_8_4i,g1118
i208_96_8_4i,g1449
i208_96_8_5i,g1118
i208_96_8_5i,g1449
i208_96_8_6i,g1119
i208_96_8_6i,g1450
i208_96_8_7i,g1119
i208_96_8_7i,g1450
i208_96_8_8i,g1119
i208_96_8_8i,g1450
i208_96_8_9i,g1118
i208_96_8_9i,g1449
i208_96_8_9i,g1643
i208_96_8_9i,g1703
i218_01_9_10i,g1121
i218_01_9_10i,g1452
i218_01_9_11i,g1121
i218_01_9_11i,g1452
i218_01_9_12i,g1121
i218_01_9_12i,g1452
i218_01_9_13i,g1121
i218_01_9_13i,g1122
i218_01_9_13i,g1452
i218_01_9_13i,g1453
i218_01_9_14i,g1122
i218_01_9_14i,g1453
i218_01_9_15i,g1122
i218_01_9_15i,g1453
i218_01_9_16i,g1122
i218_01_9_16i,g1123
i218_01_9_16i,g1453
i218_01_9_16i,g1454
i218_01_9_17i,g1120
i218_01_9_17i,g1123
i218_01_9_17i,g1451
i218_01_9_17i,g1454
i218_01_9_18i,g1120
i218_01_9_18i,g1451
i218_01_9_1i,g1120
i218_01_9_1i,g1451
i218_01_9_2i,g1120
i218_01_9_2i,g1451
i218_01_9_3i,g1120
i218_01_9_3i,g1451
i218_01_9_4i,g1120
i218_01_9_4i,g1123
i218_01_9_4i,g1451
i218_01_9_4i,g1454
i218_01_9_5i,g1123
i218_01_9_5i,g1454
i218_01_9_6i,g1123
i218_01_9_6i,g1454
i218_01_9_7i,g1122
i218_01_9_7i,g1123
i218_01_9_7i,g1453
i218_01_9_7i,g1454
i218_01_9_8i,g1121
i218_01_9_8i,g1122
i218_01_9_8i,g1452
i218_01_9_8i,g1453
i218_01_9_9i,g1121
i218_01_9_9i,g1452
i2234_13_1_10i,g1125
i2234_13_1_10i,g1456
i2234_13_1_11i,g1125
i2234_13_1_11i,g1456
i2234_13_1_12i,g921
i2234_13_1_13i,g922
i2234_13_1_14i,g923
i2234_13_1_15i,g1124
i2234_13_1_15i,g1455
i2234_13_1_16i,g924
i2234_13_1_17i,g1125
i2234_13_1_17i,g1456
i2234_13_1_18i,g925
i2234_13_1_1i,g1124
i2234_13_1_1i,g1125
i2234_13_1_1i,g1455
i2234_13_1_1i,g1456
i2234_13_1_2i,g1124
i2234_13_1_2i,g1125
i2234_13_1_2i,g1455
i2234_13_1_2i,g1456
i2234_13_1_3i,g1124
i2234_13_1_3i,g1455
i2234_13_1_4i,g1124
i2234_13_1_4i,g1455
i2234_13_1_5i,g1124
i2234_13_1_5i,g1455
i2234_13_1_6i,g918
i2234_13_1_7i,g919
i2234_13_1_8i,g920
i2234_13_1_9i,g1125
i2234_13_1_9i,g1456
i225_51_4_10i,g1127
i225_51_4_10i,g1128
i225_51_4_10i,g1458
i225_51_4_10i,g1459
i225_51_4_11i,g1128
i225_51_4_11i,g1459
i225_51_4_12i,g1128
i225_51_4_12i,g1459
i225_51_4_13i,g1128
i225_51_4_13i,g1459
i225_51_4_14i,g1128
i225_51_4_14i,g1459
i225_51_4_15i,g1127
i225_51_4_15i,g1128
i225_51_4_15i,g1458
i225_51_4_15i,g1459
i225_51_4_16i,g1281
i225_51_4_16i,g1460
i225_51_4_17i,g1126
i225_51_4_17i,g1281
i225_51_4_17i,g1457
i225_51_4_17i,g1460
i225_51_4_18i,g1126
i225_51_4_18i,g1457
i225_51_4_1i,g1126
i225_51_4_1i,g1457
i225_51_4_2i,g1126
i225_51_4_2i,g1457
i225_51_4_3i,g1126
i225_51_4_3i,g1457
i225_51_4_4i,g1126
i225_51_4_4i,g1281
i225_51_4_4i,g1457
i225_51_4_4i,g1460
i225_51_4_5i,g1281
i225_51_4_5i,g1460
i225_51_4_6i,g1127
i225_51_4_6i,g1281
i225_51_4_6i,g1458
i225_51_4_6i,g1460
i225_51_4_7i,g1127
i225_51_4_7i,g1281
i225_51_4_7i,g1458
i225_51_4_7i,g1460
i225_51_4_8i,g1127
i225_51_4_8i,g1458
i225_51_4_9i,g1127
i225_51_4_9i,g1458
i2303_16_4_10i,g492
i2303_16_4_13i,g705
i2303_16_4_15i,g706
i2303_16_4_1i,g117
i2303_16_4_1_1i,g117
i2303_16_4_1_2i,g117
i2303_16_4_1_3i,g117
i2303_16_4_3i,g118
i2303_16_4_3_1i,g118
i2303_16_4_3_2i,g118
i2303_16_4_3_3i,g118
i2303_16_4_4i,g357
i2303_16_4_4i,g614
i2303_16_4_6i,g119
i2303_16_4_6_1i,g119
i2303_16_4_6_2i,g119
i2303_16_4_6_3i,g119
i2303_16_4_7i,g120
i2303_16_4_7_1i,g120
i2303_16_4_7_2i,g120
i2303_16_4_7_3i,g120
i2303_16_4_8i,g614
i2303_16_4_9i,g614
i298_00_0_10i,g1129
i298_00_0_10i,g1461
i298_00_0_11i,g1129
i298_00_0_11i,g1461
i298_00_0_12i,g1129
i298_00_0_12i,g1461
i298_00_0_13i,g1129
i298_00_0_13i,g1461
i298_00_0_14i,g15
i298_00_0_15i,g15
i298_00_0_16i,g15
i298_00_0_1i,g292
i298_00_0_1_1i,g292
i298_00_0_1_2i,g292
i298_00_0_1_3i,g292
i298_00_0_2i,g292
i298_00_0_5i,g293
i298_00_0_6i,g293
i298_00_0_6_1i,g293
i298_00_0_6_2i,g293
i298_00_0_6_3i,g293
i298_00_0_8i,g1129
i298_00_0_8i,g1461
i298_00_0_9i,g1129
i298_00_0_9i,g1461
i298_04_4_12i,g493
i298_04_4_14i,g123
i298_04_4_14_1i,g123
i298_04_4_14_2i,g123
i298_04_4_14_3i,g123
i298_04_4_1i,g121
i298_04_4_1_1i,g121
i298_04_4_1_2i,g121
i298_04_4_1_3i,g121
i298_04_4_8i,g122
i298_04_4_8_1i,g122
i298_04_4_8_2i,g122
i298_04_4_8_3i,g122
i302_01_2_1i,g358
i302_01_2_1_1i,g358
i302_01_2_1_2i,g358
i302_01_2_2i,g359
i302_01_2_2_1i,g359
i302_01_2_2_2i,g359
i303_34_4_11i,g1675
i303_34_4_11i,g1704
i303_34_4_12i,g1675
i303_34_4_12i,g1704
i303_34_4_13i,g1675
i303_34_4_13i,g1704
i303_34_4_14i,g1674
i303_34_4_14i,g1675
i303_34_4_14i,g1704
i303_34_4_14i,g1705
i303_34_4_14i,g360
i303_34_4_15i,g1674
i303_34_4_15i,g1705
i303_34_4_16i,g1674
i303_34_4_16i,g1705
i303_34_4_17i,g1674
i303_34_4_17i,g1705
i303_34_4_18i,g590
i303_34_4_19i,g590
i303_34_4_1i,g294
i303_34_4_1_1i,g294
i303_34_4_1_2i,g294
i303_34_4_1_3i,g294
i303_34_4_20i,g590
i303_34_4_22i,g125
i303_34_4_22_1i,g125
i303_34_4_22_2i,g125
i303_34_4_22_3i,g125
i303_34_4_24i,g126
i303_34_4_24_1i,g126
i303_34_4_24_2i,g126
i303_34_4_24_3i,g126
i303_34_4_25i,g1674
i303_34_4_25i,g1675
i303_34_4_25i,g1704
i303_34_4_25i,g1705
i303_34_4_27i,g127
i303_34_4_27_1i,g127
i303_34_4_27_2i,g127
i303_34_4_27_3i,g127
i303_34_4_28i,g128
i303_34_4_28_1i,g128
i303_34_4_28_2i,g128
i303_34_4_28_3i,g128
i303_34_4_29i,g511
i303_34_4_29_1i,g511
i303_34_4_2i,g294
i303_34_4_2i,g477
i303_34_4_4i,g124
i303_34_4_4_1i,g124
i303_34_4_4_2i,g124
i303_34_4_4_3i,g124
i303_34_4_6i,g510
i303_34_4_6_1i,g510
i303_34_4_7i,g589
i303_34_4_8i,g589
i303_34_4_9i,g589
i309_00_2_10i,g1293
i309_00_2_10i,g1462
i309_00_2_10i,g1655
i309_00_2_10i,g1656
i309_00_2_10i,g1706
i309_00_2_10i,g1707
i309_00_2_11i,g1293
i309_00_2_11i,g1462
i309_00_2_11i,g1655
i309_00_2_11i,g1706
i309_00_2_12i,g1293
i309_00_2_12i,g1462
i309_00_2_12i,g1655
i309_00_2_12i,g1706
i309_00_2_13i,g1293
i309_00_2_13i,g1294
i309_00_2_13i,g1462
i309_00_2_13i,g1463
i309_00_2_13i,g1656
i309_00_2_13i,g1657
i309_00_2_13i,g1707
i309_00_2_13i,g1708
i309_00_2_14i,g1294
i309_00_2_14i,g1463
i309_00_2_14i,g1657
i309_00_2_14i,g1658
i309_00_2_14i,g1708
i309_00_2_14i,g1709
i309_00_2_15i,g710
i309_00_2_16i,g1657
i309_00_2_16i,g1658
i309_00_2_16i,g1708
i309_00_2_16i,g1709
i309_00_2_17i,g711
i309_00_2_18i,g712
i309_00_2_1i,g707
i309_00_2_2i,g1294
i309_00_2_2i,g1463
i309_00_2_2i,g1658
i309_00_2_2i,g1709
i309_00_2_3i,g1294
i309_00_2_3i,g1463
i309_00_2_3i,g1658
i309_00_2_3i,g1709
i309_00_2_4i,g708
i309_00_2_5i,g1294
i309_00_2_5i,g1463
i309_00_2_5i,g1657
i309_00_2_5i,g1658
i309_00_2_5i,g1708
i309_00_2_5i,g1709
i309_00_2_6i,g709
i309_00_2_7i,g1293
i309_00_2_7i,g1294
i309_00_2_7i,g1462
i309_00_2_7i,g1463
i309_00_2_7i,g1656
i309_00_2_7i,g1657
i309_00_2_7i,g1707
i309_00_2_7i,g1708
i309_00_2_8i,g1293
i309_00_2_8i,g1462
i309_00_2_8i,g1655
i309_00_2_8i,g1656
i309_00_2_8i,g1706
i309_00_2_8i,g1707
i309_00_2_9i,g1655
i309_00_2_9i,g1656
i309_00_2_9i,g1706
i309_00_2_9i,g1707
i319_84_6_10i,g1295
i319_84_6_10i,g1464
i319_84_6_11i,g717
i319_84_6_12i,g718
i319_84_6_1i,g1295
i319_84_6_1i,g1464
i319_84_6_2i,g1295
i319_84_6_2i,g1464
i319_84_6_3i,g1295
i319_84_6_3i,g1464
i319_84_6_4i,g1295
i319_84_6_4i,g1464
i319_84_6_5i,g1295
i319_84_6_5i,g1464
i319_84_6_6i,g713
i319_84_6_7i,g714
i319_84_6_8i,g715
i319_84_6_9i,g716
i319_85_7_10i,g1296
i319_85_7_10i,g1465
i319_85_7_11i,g723
i319_85_7_12i,g724
i319_85_7_1i,g1296
i319_85_7_1i,g1465
i319_85_7_2i,g1296
i319_85_7_2i,g1465
i319_85_7_3i,g1296
i319_85_7_3i,g1465
i319_85_7_4i,g1296
i319_85_7_4i,g1465
i319_85_7_5i,g1296
i319_85_7_5i,g1465
i319_85_7_6i,g719
i319_85_7_7i,g720
i319_85_7_8i,g721
i319_85_7_9i,g722
i319_86_8_10i,g1297
i319_86_8_10i,g1466
i319_86_8_11i,g729
i319_86_8_12i,g730
i319_86_8_1i,g1297
i319_86_8_1i,g1466
i319_86_8_2i,g1297
i319_86_8_2i,g1466
i319_86_8_3i,g1297
i319_86_8_3i,g1466
i319_86_8_4i,g1297
i319_86_8_4i,g1466
i319_86_8_5i,g1297
i319_86_8_5i,g1466
i319_86_8_6i,g725
i319_86_8_7i,g726
i319_86_8_8i,g727
i319_86_8_9i,g728
i330_55_2_10i,g1130
i330_55_2_10i,g1467
i330_55_2_11i,g1130
i330_55_2_11i,g1467
i330_55_2_12i,g1130
i330_55_2_12i,g1467
i330_55_2_13i,g926
i330_55_2_14i,g927
i330_55_2_15i,g1130
i330_55_2_15i,g1467
i330_55_2_1i,g615
i330_55_2_1i,g616
i330_55_2_2i,g615
i330_55_2_2i,g616
i330_55_2_3i,g362
i330_55_2_3i,g615
i330_55_2_4i,g295
i330_55_2_5i,g295
i330_55_2_5_1i,g295
i330_55_2_5_2i,g295
i330_55_2_5_3i,g295
i330_55_2_6i,g129
i330_55_2_6_1i,g129
i330_55_2_6_2i,g129
i330_55_2_6_3i,g129
i330_55_2_7i,g361
i330_55_2_7i,g616
i330_55_2_7_1i,g361
i330_55_2_8i,g1130
i330_55_2_8i,g1467
i330_55_2_9i,g1130
i330_55_2_9i,g1467
i33820_53_0_10i,g1131
i33820_53_0_10i,g1468
i33820_53_0_11i,g1131
i33820_53_0_11i,g1468
i33820_53_0_12i,g1131
i33820_53_0_12i,g1468
i33820_53_0_13i,g1131
i33820_53_0_13i,g1468
i33820_53_0_14i,g16
i33820_53_0_15i,g16
i33820_53_0_16i,g16
i33820_53_0_18i,g132
i33820_53_0_18_1i,g132
i33820_53_0_18_2i,g132
